sourceFile,CZ1,CZ2,CZ3,CZ4,CZ5,CZ6,CZ7,CZ8,CZ9,CZ10,CZ11
f8bd528a4a4085aa995699094ac0727e.csv,1.9,1.9,1.9,2,1.9,1.9,0.8,0.5,1.9,1.9,2
f8c5319312bd3bfa3042a3e85b0006a7.csv,2,1.5,2,1.9,1.9,1.9,1.9,0.7,1.9,2,2
f8c61475943fe25b579dd202c9f474c0.csv,2,1.9,2,2,1.9,1.8,1.9,1.9,2,2,1.8
f8c73e42910bb155046b1faa4485f981.csv,1,1.5,2,1.9,1.9,2,1.9,0.7,1.9,2,1.9
f8d6905f501115ea9247a098bf4ace98.csv,2,1.9,1.9,2,0.9,1.9,1.9,0.7,1.9,2,1.9
f8d7c88fed2b1cf4022f6837133e670a.csv,0.8,1.5,1.9,2,2,1.5,1.9,0.7,1.9,1.9,2
f8d8c515232bf09763a67ea6171d1f1b.csv,1.9,1.5,2,2,1.3,1.9,2,0.6,2,1.9,2
f8e59edd35a6294eb1c87f2ce3efa0c2.csv,2,1.5,2,1.9,1.9,2,1.9,0.7,1.9,2,0.8
f8e6c96be4daaa354d6a1c4e1374d271.csv,2,1.5,2,1.9,2,1.9,1.9,0.6,1.8,1.9,2
f8f5f712b818c528039f485536a9ccbd.csv,2,1.9,1.9,1.9,2,1.9,1.9,0.6,2,2,1.1
f9020cdc27c50bf3d68145f68fa9e191.csv,0.8,1.9,1.9,2,1.9,1.9,1.9,0.5,2,1.9,2
f90e889af9056a6b006f477a3d4f08e3.csv,1.9,1.3,1.9,2,2,1.9,1.9,0.7,2,2,1.9
f9196d272c931678fe0fefa8ca578f9f.csv,2,1.3,1,1,2,1,2,0.9,1.9,1,2
f91b0579b3e61eb2501502823f9a0254.csv,1.9,1.9,2,2,2,1.8,1.9,0.6,2,1.9,1.5
f91bb249179e5ba281c8ecfa3ebe9a91.csv,1.9,1.5,2,2,1.7,2,1.9,0.7,1.9,1.9,1.9
f9278dfaf3e9e82f4acb1bdeaf5e2488.csv,2,1.5,2,1.5,2,1,2,0.8,2,2,2
f92ab3f4b19913e06c0939704eb4cf60.csv,2,1.5,1.9,2,2,1,2,1,0.7,1.9,1.8
f92b9c558a6b2740a019e1fff758b350.csv,2,1.9,1.7,2,2,1.5,1.9,0.8,2,2,1.9
f937447f2dd4b10c78faf9d12ec4f358.csv,1.9,0.6,1.9,1.9,1.9,2,2,0.7,2,2,1.9
f93e141a6d4e7abed0ab7832aa952df0.csv,1.9,1.5,1.9,2,2,1.2,1.9,0.8,1.9,2,2
f94d268b051693d0484725e2f5bdba40.csv,1.9,1.5,2,2,1.9,2,1.2,0.6,2,1.9,1.9
f950032540bb3ab9b624a79c9c44a3bd.csv,2,1.9,2,1.9,2,1.9,1.5,0.8,2,1.9,1.7
f9575209e345fe26b988b85119c7cf05.csv,2,1.9,1.9,1.9,1.9,1.9,2,0.6,0.6,1.9,2
f9581599e5b8cc2e51b7147b6735f6db.csv,1.9,1.5,2,1.9,1.9,1.2,2,0.8,2,1.9,1.8
f9586af6702d499cf4f29ca1127be958.csv,2,1.5,1.9,2,1.9,1.9,2,0.6,1.3,1.9,1.9
f95875cb16105aed7d4cd3ad934b80fb.csv,1.9,1.4,0.5,2,1.9,1.5,2,0.7,2,2,2
f9588dd9ba7f9f91af721f3dc4d76047.csv,1.9,1.5,1.9,1.9,1.9,1.9,1.9,0.7,1.9,2,0.5
f95eca94017c519edf4d3459568e4a53.csv,1.9,1.9,2,1.9,1.9,1.8,2,0.7,0.6,1.9,2
f96c6db99808d79c1b5237c82b927805.csv,2,1.5,2,1.9,1.9,1.5,2,0.8,1.5,1.9,2
f97dad5454e1738f8eee3fbd95908f1c.csv,2,1.9,2,2,1.9,2,1.1,0.7,1.9,1.9,1.9
f9828767286da1e814dce18685e1f984.csv,1.9,1.5,2,2,2,1.4,1.9,0.7,2,2,2
f98729be643cf0f922aabeafb303e5a5.csv,2,1.5,1.9,1.4,1.9,2,2,0.7,2,2,1.8
f98c49f94dc41c97203660a28084fc77.csv,1.9,1.9,2,2,1.9,2,1.9,0.8,2,2,1.7
f998c9786adc6c821d8a1b82df395fb9.csv,1.9,1.5,1.9,2,1.9,1.9,2,0.6,1.9,1.9,1.1
f9ab8c553a382b3a544562ac87b4a0c6.csv,1.9,1.5,2,2,1.9,1.8,1.9,0.7,1.9,1.9,0.5
f9b2bb4e24a84dcf75385d88cd3dda3f.csv,1.9,1.5,2,1.7,2,1.2,2,0.9,1.9,2,1.8
f9d1853f0addc67cdef53c09f49760d8.csv,1.9,1.5,2,1.9,1.9,1.9,2,0.6,2,1.9,1.9
f9d3b34f6a6086b2b5e3d229e36b5f59.csv,0.6,1.5,2,2,1.9,2,1.9,0.6,1.9,1.9,1.9
f9e1eaea64f501b33362eb6f3e281edd.csv,1.9,1.5,1.9,2,2,0.9,2,0.8,2,2,2
f9e3b91ef52d8e6e4b6e26834cd6fb6b.csv,1.9,1,1.9,1.9,2,2,1.9,0.7,1.9,2,1.8
